InvoiceNo,Quantity,InvoiceDate,CustomerID,Country,StockCode,Description,UnitPrice
548101,7,2011-02-01T14:48,11234,Italy,40112K,FOOD STORAGE CONTAINER,24.68
548102,11,2011-01-04T01:43,17673,Italy,47359X,CREAM CUPID HEARTS COAT HANGER,2.84
548102,12,2010-12-21T01:11,10313,Italy,40338K,CREAM CUPID HEARTS COAT HANGER,4.53
548108,5,2010-12-29T21:27,16490,Italy,18009Q,PLASTIC BOTTLE,10.35
548109,9,2011-01-27T03:19,16858,Italy,58142J,GLASS JAR,24.60
548111,17,2011-01-14T21:11,11626,Italy,32386U,FRUIT & VEG STORAGE BASKET,11.31
548112,20,2011-01-17T22:50,16853,Italy,81699W,CREAM CUPID HEARTS COAT HANGER,18.89
548112,20,2011-01-07T14:00,13063,Italy,77007X,FRUIT & VEG STORAGE BASKET,16.46
548114,8,2011-01-04T09:38,13727,Italy,90518O,WHITE HANGING HEART T-LIGHT HOLDER,22.12
548116,14,2011-01-08T02:33,16923,Italy,56975Y,WHITE HANGING HEART T-LIGHT HOLDER,15.76
548117,5,2011-01-15T01:18,13870,Italy,68316I,CREAM CUPID HEARTS COAT HANGER,9.80
548118,2,2010-12-07T15:47,12123,Italy,58971T,GLASS JAR,7.44
548121,8,2010-12-12T07:23,10313,Italy,99364J,FOOD STORAGE CONTAINER,16.28
548123,13,2010-12-17T01:40,18341,Italy,25043S,CREAM CUPID HEARTS COAT HANGER,18.24
548123,4,2011-01-14T02:11,18612,Italy,49726O,FRUIT & VEG STORAGE BASKET,16.74
548125,15,2011-01-24T05:54,16603,Italy,18102M,WHITE HANGING HEART T-LIGHT HOLDER,17.50
548126,14,2011-01-22T22:53,10689,Italy,77797X,CREAM CUPID HEARTS COAT HANGER,15.14
548127,4,2011-01-26T10:54,19293,Italy,85999V,FRUIT & VEG STORAGE BASKET,9.88
548130,1,2010-12-16T11:26,17140,Italy,15333U,CREAM CUPID HEARTS COAT HANGER,6.34
548131,10,2010-12-08T19:32,16273,Italy,13688K,WHITE HANGING HEART T-LIGHT HOLDER,1.59
548131,16,2010-12-16T16:41,10000,Italy,47708N,CREAM CUPID HEARTS COAT HANGER,16.00
548134,13,2011-01-05T12:55,12831,Italy,56013V,FOOD STORAGE CONTAINER,3.06
548135,6,2010-12-18T17:03,17369,Italy,35347I,FOOD STORAGE CONTAINER,23.62
548140,17,2011-02-03T19:08,19814,Italy,90733M,FOOD STORAGE CONTAINER,4.79
548143,20,2011-02-02T19:25,12033,Italy,61482E,WHITE METAL LANTERN,6.71
548144,6,2011-02-04T10:00,10013,Italy,71347F,CREAM CUPID HEARTS COAT HANGER,4.06
548145,9,2011-02-06T03:29,12689,Italy,22214T,WHITE HANGING HEART T-LIGHT HOLDER,0.57
548145,15,2010-12-30T04:31,15249,Italy,67907M,WHITE HANGING HEART T-LIGHT HOLDER,19.10
548145,10,2010-12-04T23:34,19075,Italy,31998Y,PLASTIC BOTTLE,4.52
548146,1,2010-12-20T23:03,11981,Italy,47086K,PLASTIC BOTTLE,12.74
548146,4,2011-01-13T05:51,10013,Italy,21386A,FRUIT & VEG STORAGE BASKET,5.28
548146,1,2011-02-04T12:50,12445,Italy,30321B,WHITE HANGING HEART T-LIGHT HOLDER,2.01
548147,3,2011-01-24T03:12,18488,Italy,69386Z,WHITE HANGING HEART T-LIGHT HOLDER,3.40
548148,18,2010-12-16T02:47,12700,Italy,48905P,CREAM CUPID HEARTS COAT HANGER,22.64
548149,11,2010-12-10T15:22,17274,Italy,14804U,GLASS JAR,13.35
548150,15,2011-01-21T05:26,14381,Italy,91825N,GLASS JAR,10.08
548150,11,2011-01-04T02:34,13457,Italy,32602X,GLASS JAR,2.16
548150,17,2011-01-31T10:09,14998,Italy,15353P,PLASTIC BOTTLE,4.47
548150,3,2011-01-16T00:46,19475,Italy,51471J,FRUIT & VEG STORAGE BASKET,15.63
548156,17,2011-01-04T01:23,13470,Italy,96665Z,CREAM CUPID HEARTS COAT HANGER,5.06
548161,1,2010-12-17T12:05,14732,Italy,14022M,WHITE METAL LANTERN,22.74
548162,9,2011-01-02T19:31,12058,Italy,73206T,WHITE HANGING HEART T-LIGHT HOLDER,2.42
548164,15,2010-12-25T06:43,16689,Italy,78020B,FRUIT & VEG STORAGE BASKET,21.92
548166,14,2010-12-25T07:43,11143,Italy,16575L,WOODEN TRAY,9.83
548166,12,2010-12-03T09:02,16941,Italy,46964A,WOODEN TRAY,7.85
548167,9,2011-01-08T17:07,10082,Italy,36457Y,GLASS JAR,16.10
548167,12,2011-01-20T23:46,18078,Italy,30276I,WHITE METAL LANTERN,16.39
548170,20,2011-01-21T00:33,14790,Italy,51612E,WOODEN TRAY,21.11
548172,8,2010-12-03T09:17,10477,Italy,43210M,WOODEN TRAY,23.71
548173,15,2011-01-25T03:10,15632,Italy,18123W,FOOD STORAGE CONTAINER,16.53
548175,3,2010-12-19T05:20,12899,Italy,81753T,FRUIT & VEG STORAGE BASKET,14.46
548177,8,2010-12-07T07:05,10067,Italy,61062R,FRUIT & VEG STORAGE BASKET,13.62
548178,6,2011-01-29T21:28,13514,Italy,65828H,PLASTIC BOTTLE,15.41
548179,3,2011-01-28T19:55,11482,Italy,57303B,WOODEN TRAY,14.45
548179,10,2011-01-29T02:07,16799,Italy,38724C,FRUIT & VEG STORAGE BASKET,21.64
548180,3,2010-12-06T11:51,16050,Italy,38468F,FRUIT & VEG STORAGE BASKET,22.36
548181,20,2011-02-08T01:33,19874,Italy,32332Y,WOODEN TRAY,3.12
548182,2,2011-01-09T19:36,14119,Italy,33893G,CREAM CUPID HEARTS COAT HANGER,11.95
548182,3,2011-01-29T03:38,11445,Italy,10011Y,CREAM CUPID HEARTS COAT HANGER,21.93
548184,6,2011-01-27T22:23,10127,Italy,84175J,GLASS JAR,15.70
548184,14,2011-01-27T10:28,15379,Italy,79181O,CREAM CUPID HEARTS COAT HANGER,6.63
548184,17,2010-12-23T16:58,12033,Italy,50058M,CREAM CUPID HEARTS COAT HANGER,2.52
548186,15,2010-12-16T23:36,11864,Italy,97678S,FOOD STORAGE CONTAINER,10.07
548186,15,2011-01-16T15:43,11864,Italy,33028X,WHITE HANGING HEART T-LIGHT HOLDER,4.74
548191,16,2011-01-30T08:33,13372,Italy,60225T,FOOD STORAGE CONTAINER,14.89
548191,14,2011-01-07T12:54,11010,Italy,26731I,WOODEN TRAY,19.33
548192,5,2011-01-22T20:43,11445,Italy,74697N,WOODEN TRAY,1.91
548192,2,2011-01-29T19:01,18127,Italy,72750F,WHITE METAL LANTERN,13.22
548193,7,2010-12-15T16:49,11234,Italy,22184D,WOODEN TRAY,2.71
548194,6,2010-12-17T12:21,11755,Italy,96136O,WOODEN TRAY,22.81
548195,1,2011-01-18T11:18,11236,Italy,73808C,WOODEN TRAY,0.50
548199,5,2011-01-19T09:52,11142,Italy,93141A,FRUIT & VEG STORAGE BASKET,4.46
548202,5,2010-12-19T14:06,19065,Italy,66031V,PLASTIC BOTTLE,3.38
548203,9,2011-01-05T22:13,13788,Italy,96700M,GLASS JAR,6.73
548205,11,2011-01-02T22:15,10472,Italy,84974C,FRUIT & VEG STORAGE BASKET,22.39
548215,11,2011-01-19T02:27,14204,Italy,69422N,CREAM CUPID HEARTS COAT HANGER,24.70
548217,12,2011-01-13T18:20,17616,Italy,26936R,FRUIT & VEG STORAGE BASKET,5.01
548218,18,2010-12-17T21:41,12050,Italy,49632V,FRUIT & VEG STORAGE BASKET,15.97
548219,12,2010-12-26T14:07,18673,Italy,98266T,CREAM CUPID HEARTS COAT HANGER,13.65
548219,11,2011-02-07T03:02,15409,Italy,41004J,FRUIT & VEG STORAGE BASKET,2.74
548221,3,2011-01-09T11:22,16187,Italy,43834Z,FRUIT & VEG STORAGE BASKET,6.50
548222,6,2010-12-07T02:19,18569,Italy,91017J,WHITE METAL LANTERN,5.99
548224,11,2010-12-24T04:54,14911,Italy,13012C,WHITE HANGING HEART T-LIGHT HOLDER,6.97
548227,19,2010-12-24T13:01,17340,Italy,36613G,WOODEN TRAY,11.99
548227,13,2011-01-31T22:21,19911,Italy,54507H,WOODEN TRAY,23.53
548232,10,2010-12-12T00:13,16874,Italy,32176I,CREAM CUPID HEARTS COAT HANGER,13.44
548234,8,2011-01-24T00:48,18286,Italy,96479M,WHITE HANGING HEART T-LIGHT HOLDER,7.99
548237,15,2011-02-03T07:09,13252,Italy,76901S,FRUIT & VEG STORAGE BASKET,22.39
548240,1,2010-12-13T15:39,19677,Italy,28933X,WHITE HANGING HEART T-LIGHT HOLDER,0.68
548242,11,2011-01-23T09:17,19339,Italy,80587O,WHITE HANGING HEART T-LIGHT HOLDER,10.28
548244,10,2010-12-29T02:41,11714,Italy,12914M,FOOD STORAGE CONTAINER,16.04
548246,9,2011-01-22T10:44,17965,Italy,25419I,WHITE HANGING HEART T-LIGHT HOLDER,16.64
548246,11,2010-12-30T15:43,17524,Italy,95130U,PLASTIC BOTTLE,0.64
548247,3,2011-01-01T09:34,11660,Italy,43940Z,FRUIT & VEG STORAGE BASKET,21.09
548247,7,2011-01-02T06:45,14486,Italy,42236U,GLASS JAR,3.64
548247,6,2010-12-14T07:47,10609,Italy,40454E,PLASTIC BOTTLE,15.42
548248,4,2011-01-22T19:07,19075,Italy,13264R,GLASS JAR,19.38
548249,15,2010-12-17T18:24,17543,Italy,84648W,GLASS JAR,18.45
548250,9,2011-01-18T09:07,11595,Italy,65033J,WHITE HANGING HEART T-LIGHT HOLDER,17.57
548252,5,2010-12-30T15:54,15954,Italy,10109M,GLASS JAR,17.72
548254,1,2010-12-29T16:00,15771,Italy,13647L,FOOD STORAGE CONTAINER,5.12
548255,9,2011-01-04T07:08,14593,Italy,67131L,WHITE HANGING HEART T-LIGHT HOLDER,3.44
548257,15,2010-12-13T18:23,16874,Italy,45289X,PLASTIC BOTTLE,21.16
548258,3,2010-12-20T23:35,16352,Italy,46449H,WHITE METAL LANTERN,5.65
548258,8,2011-02-05T17:35,11875,Italy,62935O,WHITE HANGING HEART T-LIGHT HOLDER,23.50
548260,8,2010-12-22T13:45,14379,Italy,58425C,GLASS JAR,22.92
548263,10,2011-01-29T02:57,15265,Italy,94173L,WHITE HANGING HEART T-LIGHT HOLDER,1.91
548263,10,2011-01-21T15:50,13409,Italy,74746E,WOODEN TRAY,24.84
548264,2,2011-01-19T11:59,13223,Italy,49686L,CREAM CUPID HEARTS COAT HANGER,1.74
548265,10,2011-01-07T22:40,12585,Italy,42749U,FRUIT & VEG STORAGE BASKET,4.13
548268,19,2011-01-10T00:15,16858,Italy,82052V,WHITE METAL LANTERN,11.40
548268,14,2011-01-08T18:43,15384,Italy,42880F,WOODEN TRAY,6.77
548269,9,2010-12-21T17:19,14984,Italy,22776M,WHITE METAL LANTERN,4.17
548274,11,2010-12-01T13:32,11595,Italy,28561B,CREAM CUPID HEARTS COAT HANGER,19.63
548275,16,2010-12-03T10:47,11187,Italy,97445Y,FRUIT & VEG STORAGE BASKET,1.26
548276,19,2011-01-18T05:19,13406,Italy,30920K,PLASTIC BOTTLE,8.28
548276,7,2010-12-08T14:41,18005,Italy,78123R,FOOD STORAGE CONTAINER,15.10
548277,17,2011-01-06T03:01,17131,Italy,42914A,WHITE METAL LANTERN,11.18
548279,19,2010-12-18T14:23,11328,Italy,52277R,FOOD STORAGE CONTAINER,21.49
548281,14,2011-01-09T10:34,17214,Italy,25820D,WOODEN TRAY,16.12
548285,8,2010-12-02T21:26,12147,Italy,41653K,FRUIT & VEG STORAGE BASKET,15.15
548286,18,2011-01-12T08:36,15814,Italy,40419J,FOOD STORAGE CONTAINER,16.30
548288,15,2010-12-06T11:11,15962,Italy,37989Q,PLASTIC BOTTLE,20.09
548288,2,2010-12-22T19:49,11309,Italy,15208G,PLASTIC BOTTLE,16.67
548291,13,2010-12-01T19:22,10838,Italy,93561F,WHITE HANGING HEART T-LIGHT HOLDER,6.63
548294,8,2010-12-09T11:20,10592,Italy,11221L,WOODEN TRAY,24.66
548295,9,2011-01-08T13:20,13201,Italy,86839W,GLASS JAR,4.30
548296,3,2010-12-05T10:28,10127,Italy,18210O,FOOD STORAGE CONTAINER,3.31
548297,14,2011-01-25T19:04,16187,Italy,61964W,GLASS JAR,21.15
548300,5,2011-01-04T02:47,12520,Italy,67911A,FRUIT & VEG STORAGE BASKET,16.23
548301,6,2011-01-20T07:02,15896,Italy,99383O,GLASS JAR,2.28
548301,4,2010-12-28T13:46,18923,Italy,11860P,WHITE HANGING HEART T-LIGHT HOLDER,12.89
548304,17,2010-12-09T04:08,19618,Italy,56010V,WOODEN TRAY,6.56
548306,9,2011-01-02T11:39,17101,Italy,52037Y,FOOD STORAGE CONTAINER,9.31
548310,14,2011-02-01T04:10,17895,Italy,69938E,FOOD STORAGE CONTAINER,19.89
548311,18,2011-01-10T18:56,19667,Italy,99201S,FOOD STORAGE CONTAINER,9.23
548312,19,2011-02-05T10:58,14300,Italy,97398Q,GLASS JAR,4.06
548313,7,2011-01-23T21:22,13071,Italy,60267L,WHITE HANGING HEART T-LIGHT HOLDER,4.69
548314,1,2010-12-18T21:02,17206,Italy,39432G,GLASS JAR,18.88
548316,5,2011-01-25T21:57,16738,Italy,95323C,WHITE METAL LANTERN,17.89
548317,19,2011-01-18T01:20,15588,Italy,83693F,WOODEN TRAY,8.95
548317,9,2011-01-22T06:39,11632,Italy,57182K,WHITE METAL LANTERN,24.29
548318,13,2010-12-27T08:14,16776,Italy,83622T,FRUIT & VEG STORAGE BASKET,5.79
548320,12,2011-01-28T16:20,14073,Italy,77204V,WHITE METAL LANTERN,1.88
548322,10,2010-12-28T21:47,15543,Italy,28474L,FOOD STORAGE CONTAINER,2.32
548323,6,2011-02-01T18:19,15916,Italy,57664Z,WOODEN TRAY,11.90
548323,7,2010-12-31T12:33,13211,Italy,99986D,GLASS JAR,12.69
548324,12,2011-01-05T19:18,18798,Italy,99854P,CREAM CUPID HEARTS COAT HANGER,16.38
548325,7,2010-12-03T10:14,13583,Italy,57666Q,WHITE METAL LANTERN,20.16
548325,7,2010-12-08T02:01,11095,Italy,32029G,WOODEN TRAY,23.54
548328,12,2011-01-16T06:19,15065,Italy,42270E,CREAM CUPID HEARTS COAT HANGER,7.77
548329,8,2010-12-12T18:02,13281,Italy,69372W,FOOD STORAGE CONTAINER,8.37
548331,16,2010-12-30T07:13,16844,Italy,13716V,WHITE METAL LANTERN,20.02
548331,9,2011-02-06T17:58,13727,Italy,24382E,PLASTIC BOTTLE,13.71
548335,8,2011-01-22T09:09,15448,Italy,28223H,WHITE METAL LANTERN,10.67
548339,2,2011-01-07T19:18,13505,Italy,49181P,GLASS JAR,6.06
548340,11,2010-12-08T08:44,13252,Italy,51086K,FOOD STORAGE CONTAINER,19.82
548345,6,2011-02-07T22:17,18286,Italy,80420G,CREAM CUPID HEARTS COAT HANGER,6.43
548346,11,2010-12-28T08:58,14427,Italy,21554J,WHITE HANGING HEART T-LIGHT HOLDER,23.88
548346,10,2011-01-08T00:18,12078,Italy,85581V,FOOD STORAGE CONTAINER,16.07
548350,18,2010-12-11T15:28,18128,Italy,87844P,WHITE HANGING HEART T-LIGHT HOLDER,18.23
548350,2,2010-12-06T11:36,19426,Italy,36776O,CREAM CUPID HEARTS COAT HANGER,3.00
548354,3,2011-01-04T22:42,10607,Italy,56181C,WHITE METAL LANTERN,19.15
548359,19,2011-01-07T22:42,13645,Italy,48126A,PLASTIC BOTTLE,21.67
548359,11,2010-12-27T03:35,19862,Italy,10128B,FRUIT & VEG STORAGE BASKET,14.45
548363,12,2011-01-25T09:22,18267,Italy,57302E,WOODEN TRAY,14.09
548363,2,2011-01-27T21:27,15379,Italy,82041Q,WHITE METAL LANTERN,14.00
548364,16,2011-01-30T08:31,16237,Italy,58375J,FRUIT & VEG STORAGE BASKET,4.65
548364,10,2010-12-19T16:50,11332,Italy,49361V,CREAM CUPID HEARTS COAT HANGER,8.21
548365,12,2011-02-04T11:10,19150,Italy,34572E,FOOD STORAGE CONTAINER,20.54
548365,17,2010-12-22T17:33,14723,Italy,22484Q,WOODEN TRAY,10.49
548366,15,2011-02-06T17:22,15360,Italy,40013R,PLASTIC BOTTLE,14.79
548366,15,2011-01-03T10:01,13202,Italy,51220R,WOODEN TRAY,14.58
548368,13,2010-12-09T15:26,12225,Italy,12791H,WOODEN TRAY,21.08
548369,4,2011-01-14T22:28,19679,Italy,62747R,FOOD STORAGE CONTAINER,9.33
548372,10,2011-01-07T23:30,10784,Italy,34463L,FRUIT & VEG STORAGE BASKET,6.07
548375,19,2010-12-21T00:50,17373,Italy,47524J,FOOD STORAGE CONTAINER,19.97
548378,2,2010-12-05T05:51,13248,Italy,56422F,FRUIT & VEG STORAGE BASKET,21.34
548379,13,2010-12-04T08:41,17943,Italy,60757A,PLASTIC BOTTLE,22.33
548380,4,2011-02-04T05:43,15561,Italy,56588E,PLASTIC BOTTLE,21.25
548380,14,2010-12-07T23:41,14984,Italy,35464D,PLASTIC BOTTLE,10.39
548381,6,2011-01-26T00:12,18030,Italy,36459R,CREAM CUPID HEARTS COAT HANGER,3.33
548382,9,2011-02-01T20:13,18772,Italy,20889G,GLASS JAR,18.93
548383,2,2010-12-17T23:51,12379,Italy,27557D,GLASS JAR,20.33
548383,9,2011-02-06T04:45,11269,Italy,52024C,GLASS JAR,24.68
548384,1,2011-01-16T16:26,17174,Italy,26751X,WHITE HANGING HEART T-LIGHT HOLDER,14.17
548385,12,2010-12-04T17:13,14723,Italy,65987Y,WOODEN TRAY,17.30
548387,11,2011-01-20T03:34,17520,Italy,30558O,FOOD STORAGE CONTAINER,16.76
548388,11,2011-01-28T10:15,17524,Italy,53467U,WHITE METAL LANTERN,10.22
548390,15,2011-01-14T19:29,13426,Italy,51381M,PLASTIC BOTTLE,0.73
548393,14,2011-02-05T14:57,15448,Italy,95344M,FRUIT & VEG STORAGE BASKET,11.73
548396,8,2011-02-05T10:26,13201,Italy,58419Y,CREAM CUPID HEARTS COAT HANGER,24.27
548396,7,2011-02-04T17:36,13419,Italy,12006E,FRUIT & VEG STORAGE BASKET,8.33
548396,20,2011-01-12T05:36,19126,Italy,52064I,WHITE HANGING HEART T-LIGHT HOLDER,2.49
548397,2,2011-01-06T20:23,11305,Italy,75291V,FOOD STORAGE CONTAINER,16.16
548397,9,2010-12-27T08:32,14504,Italy,71674D,WHITE METAL LANTERN,9.21
548398,10,2011-01-11T23:14,12639,Italy,34172B,WHITE HANGING HEART T-LIGHT HOLDER,19.16
548399,5,2010-12-30T09:50,17465,Italy,91517W,FOOD STORAGE CONTAINER,17.33
548399,20,2011-02-04T23:23,19484,Italy,39409H,GLASS JAR,12.41
548400,5,2011-01-15T21:16,15586,Italy,52000C,CREAM CUPID HEARTS COAT HANGER,24.49
548405,16,2010-12-18T15:47,14553,Italy,11184K,FOOD STORAGE CONTAINER,18.13
548406,16,2011-01-23T19:44,17984,Italy,72990Z,PLASTIC BOTTLE,16.39
548410,7,2011-02-02T15:51,17434,Italy,40029S,FOOD STORAGE CONTAINER,10.42
548410,16,2010-12-10T00:41,15736,Italy,61986E,FRUIT & VEG STORAGE BASKET,6.23
548411,3,2010-12-30T17:45,15732,Italy,49390O,GLASS JAR,8.40
548411,20,2011-02-06T23:15,13561,Italy,12116L,PLASTIC BOTTLE,22.83
548411,17,2011-01-16T22:35,13386,Italy,79645Y,WHITE METAL LANTERN,18.41
548412,20,2011-01-03T21:10,11921,Italy,76776R,PLASTIC BOTTLE,20.39
548413,9,2010-12-18T20:09,15332,Italy,13225C,WHITE HANGING HEART T-LIGHT HOLDER,8.11
548413,8,2010-12-09T00:03,19885,Italy,38485P,WHITE HANGING HEART T-LIGHT HOLDER,6.35
548415,20,2011-02-05T02:55,17101,Italy,82814R,WHITE METAL LANTERN,6.40
548418,2,2010-12-23T18:04,10883,Italy,82828D,FRUIT & VEG STORAGE BASKET,12.00
548421,20,2011-01-01T04:52,12445,Italy,19415P,WOODEN TRAY,23.50
548423,8,2011-01-29T07:33,14309,Italy,27759L,WHITE METAL LANTERN,6.64
548428,15,2010-12-03T08:22,12519,Italy,97111H,GLASS JAR,18.61
548428,17,2011-01-09T13:44,12353,Italy,23056D,FRUIT & VEG STORAGE BASKET,16.83
548430,20,2011-01-01T09:13,11453,Italy,98616Y,WHITE HANGING HEART T-LIGHT HOLDER,10.48
548431,1,2011-01-26T11:18,11004,Italy,73815F,CREAM CUPID HEARTS COAT HANGER,0.94
548433,5,2010-12-23T09:36,14650,Italy,79656U,WHITE METAL LANTERN,12.22
548433,10,2010-12-09T15:29,11004,Italy,74123W,FRUIT & VEG STORAGE BASKET,16.01
548433,3,2011-01-31T09:39,11380,Italy,38364T,FRUIT & VEG STORAGE BASKET,6.12
548435,6,2011-01-11T10:05,10922,Italy,34199O,FOOD STORAGE CONTAINER,24.55
548437,12,2011-02-03T14:49,14622,Italy,65857S,WHITE METAL LANTERN,10.70
548439,3,2011-01-20T07:43,12928,Italy,92678S,CREAM CUPID HEARTS COAT HANGER,24.51
548440,18,2010-12-10T06:45,18130,Italy,82622N,CREAM CUPID HEARTS COAT HANGER,11.55
548440,2,2011-01-26T08:10,12923,Italy,12739V,PLASTIC BOTTLE,24.26
548441,2,2011-01-09T12:00,17730,Italy,33004M,FOOD STORAGE CONTAINER,0.62
548441,17,2011-01-11T21:44,10448,Italy,34402Q,PLASTIC BOTTLE,7.80
548441,17,2011-01-05T01:43,19232,Italy,94254Q,WHITE HANGING HEART T-LIGHT HOLDER,7.68
548443,7,2011-01-10T05:11,12269,Italy,94118G,WHITE METAL LANTERN,10.89
548443,9,2010-12-21T15:33,10552,Italy,86237I,PLASTIC BOTTLE,9.17
548445,15,2011-01-13T13:03,14516,Italy,67168T,WHITE HANGING HEART T-LIGHT HOLDER,15.10
548445,17,2011-01-27T16:16,10695,Italy,16738N,PLASTIC BOTTLE,18.25
548446,10,2010-12-24T01:08,11529,Italy,16661V,WOODEN TRAY,2.02
548446,10,2011-01-03T09:55,15962,Italy,43680P,FOOD STORAGE CONTAINER,14.51
548446,10,2010-12-18T15:53,19426,Italy,90709C,PLASTIC BOTTLE,3.07
548451,20,2010-12-24T17:52,12068,Italy,23595U,WOODEN TRAY,23.23
548451,6,2011-01-22T23:53,15220,Italy,36481F,PLASTIC BOTTLE,17.82
548451,11,2011-02-06T07:14,19886,Italy,66755B,CREAM CUPID HEARTS COAT HANGER,16.29
548451,11,2011-01-30T16:02,18013,Italy,43132C,WHITE METAL LANTERN,4.41
548453,3,2010-12-27T22:07,15192,Italy,70189N,CREAM CUPID HEARTS COAT HANGER,22.73
548454,10,2011-01-13T04:47,13016,Italy,62683J,FRUIT & VEG STORAGE BASKET,19.74
548460,1,2010-12-04T07:01,12172,Italy,33171U,WHITE HANGING HEART T-LIGHT HOLDER,16.72
548461,3,2011-01-30T20:11,11356,Italy,48728J,WHITE HANGING HEART T-LIGHT HOLDER,19.39
548463,19,2010-12-30T13:02,19937,Italy,84634Y,WOODEN TRAY,20.86
548466,3,2011-02-01T05:36,16333,Italy,28591V,WHITE METAL LANTERN,12.30
548468,2,2011-01-27T11:34,16267,Italy,40213A,WHITE METAL LANTERN,7.33
548469,14,2010-12-31T18:33,11965,Italy,77615A,PLASTIC BOTTLE,5.49
548469,10,2011-01-31T18:27,14094,Italy,69739T,CREAM CUPID HEARTS COAT HANGER,8.42
548470,16,2010-12-09T01:28,11619,Italy,82220N,FOOD STORAGE CONTAINER,0.84
548474,19,2010-12-02T11:28,17583,Italy,95208A,WHITE METAL LANTERN,17.43
548478,11,2011-01-04T07:46,17586,Italy,51241T,FOOD STORAGE CONTAINER,15.78
548478,12,2011-01-16T14:27,14667,Italy,25849M,WOODEN TRAY,1.26
548478,13,2011-01-02T11:32,11332,Italy,50234S,PLASTIC BOTTLE,23.79
548479,2,2011-01-06T03:36,15453,Italy,51977S,GLASS JAR,2.60
548480,8,2010-12-12T21:13,12266,Italy,13899H,WHITE HANGING HEART T-LIGHT HOLDER,3.06
548481,11,2011-01-03T21:57,15814,Italy,57748H,WHITE HANGING HEART T-LIGHT HOLDER,5.16
548484,18,2011-01-03T12:45,16153,Italy,51390W,WHITE METAL LANTERN,17.35
548485,6,2011-01-12T23:24,19109,Italy,19858J,FRUIT & VEG STORAGE BASKET,17.06
548487,7,2010-12-07T06:13,15471,Italy,58977Y,GLASS JAR,0.71
548487,6,2011-01-25T14:08,15613,Italy,93932N,FRUIT & VEG STORAGE BASKET,18.29
548488,7,2010-12-23T18:27,14166,Italy,41179M,WOODEN TRAY,4.75
548490,6,2010-12-26T13:03,11595,Italy,58742Q,FOOD STORAGE CONTAINER,1.92
548495,15,2010-12-17T19:56,18814,Italy,31726Y,WOODEN TRAY,8.99
548495,19,2011-01-10T09:33,18227,Italy,11294X,FOOD STORAGE CONTAINER,6.70
548499,5,2011-02-05T06:32,16964,Italy,84102G,PLASTIC BOTTLE,2.85
548500,5,2010-12-28T18:19,15781,Italy,18598S,CREAM CUPID HEARTS COAT HANGER,10.76
548501,10,2010-12-09T17:40,11193,Italy,90255R,PLASTIC BOTTLE,1.69
548501,13,2010-12-14T16:25,19049,Italy,94500Z,WOODEN TRAY,18.31
548501,8,2010-12-18T05:26,18350,Italy,89330P,GLASS JAR,1.93
548502,4,2011-02-01T22:37,17434,Italy,22123C,WHITE HANGING HEART T-LIGHT HOLDER,18.05
548508,1,2011-01-05T10:17,10715,Italy,76012C,CREAM CUPID HEARTS COAT HANGER,10.79
548509,4,2010-12-12T07:41,17266,Italy,38060V,GLASS JAR,17.21
548509,14,2010-12-22T19:52,19049,Italy,74143Z,WOODEN TRAY,0.62
548511,13,2010-12-29T01:11,14099,Italy,90897S,WOODEN TRAY,20.84
548512,13,2011-01-30T10:48,17174,Italy,11921R,WHITE METAL LANTERN,21.95
548515,15,2011-01-15T03:35,10386,Italy,41884H,PLASTIC BOTTLE,13.62
548518,9,2011-01-20T20:36,18306,Italy,18563I,FRUIT & VEG STORAGE BASKET,8.97
548518,14,2011-01-22T07:33,12097,Italy,43142U,WHITE METAL LANTERN,16.50
548523,15,2011-01-31T02:32,11943,Italy,60551Z,GLASS JAR,6.47
548531,13,2011-01-09T09:20,18127,Italy,52164L,FRUIT & VEG STORAGE BASKET,3.22
548534,16,2011-01-11T12:24,10000,Italy,87889Q,FOOD STORAGE CONTAINER,4.22
548534,5,2010-12-04T03:43,10466,Italy,48790R,WHITE METAL LANTERN,5.12
548537,10,2010-12-12T13:57,17131,Italy,34649O,WHITE HANGING HEART T-LIGHT HOLDER,1.52
548537,20,2010-12-03T02:15,14166,Italy,25926P,CREAM CUPID HEARTS COAT HANGER,17.74
548540,14,2010-12-24T18:05,13033,Italy,96689M,CREAM CUPID HEARTS COAT HANGER,6.54
548541,6,2011-02-01T09:02,10747,Italy,72714O,WOODEN TRAY,24.17
548543,2,2010-12-14T16:33,12050,Italy,96389R,FRUIT & VEG STORAGE BASKET,7.86
548544,4,2011-01-29T00:23,10115,Italy,63971R,PLASTIC BOTTLE,1.88
548556,8,2010-12-21T16:47,13672,Italy,91482N,WHITE METAL LANTERN,23.37
548558,12,2010-12-07T10:59,13447,Italy,45022A,WHITE HANGING HEART T-LIGHT HOLDER,14.58
548558,18,2011-01-17T08:54,14937,Italy,93703Q,WHITE METAL LANTERN,19.30
548561,5,2010-12-17T13:05,10510,Italy,34296R,WHITE METAL LANTERN,19.24
548562,6,2011-01-06T22:29,16880,Italy,74970V,CREAM CUPID HEARTS COAT HANGER,6.39
548563,7,2010-12-15T22:01,11924,Italy,39475L,FOOD STORAGE CONTAINER,1.36
548564,12,2011-01-12T17:38,18611,Italy,76311A,GLASS JAR,21.84
548564,18,2011-01-30T17:01,15042,Italy,13919W,FRUIT & VEG STORAGE BASKET,17.79
